item_idx,n_desc,bleu_mean,bleu_min,bleu_max,bleu_std
5312,5,0.0242216197266326,0.0,0.1258220555845937,0.03470017612868658
5313,5,0.012021994056224866,0.0,0.044047629893173255,0.01182545571809995
5314,5,0.01523653068073597,0.003033802044778967,0.0345537583917257,0.008678824114772776
5315,4,0.010594690828141953,0.0016757438629249808,0.023121762484145613,0.006769546647827772
5316,5,0.013037071832653898,0.001478569834559731,0.03703131191121491,0.009327817019311818
5317,5,0.01586837334075673,0.0057817803611530435,0.04212657423874597,0.010358188901698935
5318,5,0.013307112927534889,0.0,0.05039518688486959,0.015446556429739152
5319,5,0.019162473523641664,0.0033509943100288953,0.07632156229281341,0.020757808325191796
5320,5,0.02743632575312912,0.006711548325952655,0.11974950327635472,0.034371619760280595
5321,5,0.0033793797112147543,0.0,0.012517970592156697,0.003999436023989798
5322,5,0.01114025498374236,0.0,0.048853266442119264,0.014025942625848479
5323,5,0.015658399666185516,0.004880089505595669,0.056748979889921815,0.015609378390586268
5324,5,0.012979465113776373,0.0,0.030490951355562495,0.008373634503927323
5325,5,0.015583838404651797,0.007451760820035526,0.02886589539106327,0.0064388357140459235
5326,5,0.017650519798235155,0.0,0.06632379583706112,0.017108374329967865
5327,5,0.011124307899148724,0.006189243797885522,0.0169861974906263,0.0024851746470852566
5328,5,0.007560519544722688,0.0,0.021479380274235616,0.006842094876888417
5329,5,0.0183883063032493,0.0,0.047326568651956204,0.01259747492928819
5330,5,0.008373737484770289,0.0,0.021729983079834318,0.007648455332120433
5331,5,0.013668156663926059,0.00420191367441466,0.02560744480557418,0.006498202825274498
5332,5,0.022479586010472737,0.005863790513350369,0.05023076320278877,0.012801136947548768
5333,5,0.011373437788277591,0.0,0.019427446513842185,0.004679637743600762
5334,5,0.012267514818750533,0.0,0.024218026052883736,0.00707256671573928
5335,5,0.01524678269422137,0.006061585804009634,0.03864198149136354,0.009456661416298782
5336,5,0.009859821394746653,0.0,0.026012784404037925,0.007098427626918109
5337,5,0.01661152614291658,0.0059392067147157985,0.029452743654800276,0.00654744128930279
5338,5,0.029402362074765532,0.011964983992380529,0.07277904839594497,0.018389177464965732
5339,5,0.014620585739763445,0.0045851045777149085,0.03581792657660718,0.008107992855467924
5340,5,0.01720646195039085,0.0,0.044593101535523774,0.013124106075568845
5341,5,0.013783462697634455,0.0036387303468548757,0.02704370881392503,0.007392848918561517
5342,5,0.017994597860112368,0.0,0.09970222994544457,0.02616736950501125
5343,5,0.040887158147290714,0.014228844094632594,0.16234136350505612,0.04336333928035789
5344,5,0.015512035446701818,0.007530094129003774,0.03824557978152159,0.008200724133632672
5345,5,0.014701477534818342,0.0036699065615375323,0.024218026052883736,0.006496208648783595
5346,5,0.006624644612433887,0.0,0.021650458023945426,0.006734987368364133
5347,4,0.017007886850895944,0.007394698289414306,0.03689965150010175,0.009682604978615965
5348,5,0.017472814481154276,0.0,0.03609023856222073,0.010222405103592437
5349,5,0.01245072133857685,0.0,0.03958755899435821,0.012053350497699398
5350,5,0.00973642377469881,0.0,0.026012784404037925,0.007001915646968756
5351,5,0.010133654375345297,0.0,0.027952555963587523,0.007596950004078758
5352,5,0.0186218490652287,0.013217947626377298,0.03602080288207364,0.00638055668586691
5353,5,0.011745795652295199,0.0023727254760198767,0.029335609328344198,0.007718992734991082
5354,5,0.02082966519573983,0.0019513021019843455,0.09868209342887882,0.025855404441634904
5355,5,0.01348378059570982,0.003065693534409606,0.030787460505623355,0.007605962063008634
5356,5,0.013000425060917406,0.004819843903026849,0.024309548251524583,0.005995724821296918
5357,5,0.007917354845490379,0.0,0.01909690192411307,0.005694443610543617
5358,4,0.0229286831203396,0.015138514598766055,0.035175598114157436,0.0070223402881997845
5359,4,0.032124677705338306,0.00991182656714021,0.0752421768074461,0.02469086537437801
5360,5,0.018222294471797306,0.0,0.09523213331323672,0.026640055043008055
5361,4,0.013212477683021313,0.011502783619900045,0.01727939125990154,0.002315618671936964
5362,5,0.026547427882713547,0.008315451309123353,0.08198187682103585,0.024423690521828786
5363,5,0.01756413623789812,0.006085096873447569,0.03712362748517272,0.010032077242170175
5364,4,0.024406565801331423,0.009086397198686053,0.04885744139976472,0.01699439858408838
5365,4,0.04627791024610456,0.004289750818176741,0.17559371478176172,0.05911399449761762
5366,4,0.012350575976179426,0.006666390238640339,0.02817173810403087,0.00764319680889247
5367,5,0.04167395401606931,0.008625962960540584,0.2002541386166037,0.06013574455715452
5368,5,0.026660570839139745,0.0,0.08326915667169545,0.0252165664051037
5369,5,0.014913100942220345,0.0019116139963840132,0.05704212259993483,0.01563080433605203
5370,5,0.01519192745487533,0.0031688534538597737,0.044147681940077975,0.011866302609102642
5371,5,0.012134279679427044,0.0,0.030353198426271925,0.008414467734933625
5372,5,0.021164437680354607,0.009456041948728417,0.04934494673001858,0.01588256042646943
5373,5,0.0178050495471063,0.012109013026441871,0.03233772636796773,0.006611028013282574
5374,5,0.020209207589673914,0.008071097578282817,0.06849929296083435,0.01829519326654802
5375,5,0.03309419051964311,0.0,0.18934058951353838,0.05353044680583878
5376,5,0.010013579687276447,0.0,0.027215738798954708,0.009391082332206696
5377,4,0.019776568924358428,0.005546093390172887,0.05551277111446364,0.01689911080990372
5378,4,0.012908658695372046,0.009134423666564471,0.021377723941583868,0.004097256653399993
5379,5,0.015079525311156309,0.006348650314476347,0.0359604157411963,0.007444700322774114
5380,3,0.016896155914600954,0.008056378117242096,0.02424810173320479,0.007168589871541229
5381,5,0.012276545013981687,0.0,0.03182084684007776,0.00896481632203651
