text_idx,gt_rank,recall@1,precision@1,recall@5,precision@5,recall@10,precision@10,recall@50,precision@50
680,203,0,0.0,0,0.0,0,0.0,0,0.0
680,1078,0,0.0,0,0.0,0,0.0,0,0.0
680,1744,0,0.0,0,0.0,0,0.0,0,0.0
680,10,0,0.0,0,0.0,0,0.0,1,0.1
680,1518,0,0.0,0,0.0,0,0.0,0,0.0
691,14,0,0.0,0,0.0,0,0.0,1,0.1
691,5,0,0.0,0,0.0,1,0.5,1,0.1
691,14,0,0.0,0,0.0,0,0.0,1,0.1
691,10,0,0.0,0,0.0,0,0.0,1,0.1
691,5,0,0.0,0,0.0,1,0.5,1,0.1
703,119,0,0.0,0,0.0,0,0.0,0,0.0
703,743,0,0.0,0,0.0,0,0.0,0,0.0
703,107,0,0.0,0,0.0,0,0.0,0,0.0
703,180,0,0.0,0,0.0,0,0.0,0,0.0
703,181,0,0.0,0,0.0,0,0.0,0,0.0
748,317,0,0.0,0,0.0,0,0.0,0,0.0
748,484,0,0.0,0,0.0,0,0.0,0,0.0
748,174,0,0.0,0,0.0,0,0.0,0,0.0
748,502,0,0.0,0,0.0,0,0.0,0,0.0
748,15,0,0.0,0,0.0,0,0.0,1,0.1
779,5,0,0.0,0,0.0,1,0.5,1,0.1
779,24,0,0.0,0,0.0,0,0.0,1,0.1
779,47,0,0.0,0,0.0,0,0.0,1,0.06
779,0,1,1.0,1,1.0,1,0.5,1,0.1
779,0,1,1.0,1,1.0,1,0.5,1,0.1
790,133,0,0.0,0,0.0,0,0.0,0,0.0
790,242,0,0.0,0,0.0,0,0.0,0,0.0
790,60,0,0.0,0,0.0,0,0.0,0,0.0
790,65,0,0.0,0,0.0,0,0.0,0,0.0
790,60,0,0.0,0,0.0,0,0.0,0,0.0
801,115,0,0.0,0,0.0,0,0.0,0,0.0
801,20,0,0.0,0,0.0,0,0.0,1,0.1
801,347,0,0.0,0,0.0,0,0.0,0,0.0
801,10,0,0.0,0,0.0,0,0.0,1,0.1
801,15,0,0.0,0,0.0,0,0.0,1,0.1
808,5,0,0.0,0,0.0,1,0.5,1,0.1
808,0,1,1.0,1,1.0,1,0.5,1,0.1
808,19,0,0.0,0,0.0,0,0.0,1,0.1
808,66,0,0.0,0,0.0,0,0.0,0,0.0
808,5,0,0.0,0,0.0,1,0.5,1,0.1
824,142,0,0.0,0,0.0,0,0.0,0,0.0
824,24,0,0.0,0,0.0,0,0.0,1,0.1
824,5,0,0.0,0,0.0,1,0.5,1,0.1
824,0,1,1.0,1,1.0,1,0.5,1,0.1
824,25,0,0.0,0,0.0,0,0.0,1,0.1
826,17,0,0.0,0,0.0,0,0.0,1,0.1
826,109,0,0.0,0,0.0,0,0.0,0,0.0
826,5,0,0.0,0,0.0,1,0.5,1,0.1
826,18,0,0.0,0,0.0,0,0.0,1,0.1
826,0,1,1.0,1,1.0,1,0.5,1,0.1
829,55,0,0.0,0,0.0,0,0.0,0,0.0
829,113,0,0.0,0,0.0,0,0.0,0,0.0
829,797,0,0.0,0,0.0,0,0.0,0,0.0
829,8,0,0.0,0,0.0,1,0.2,1,0.08
868,8,0,0.0,0,0.0,1,0.2,1,0.1
868,33,0,0.0,0,0.0,0,0.0,1,0.1
868,28,0,0.0,0,0.0,0,0.0,1,0.1
868,38,0,0.0,0,0.0,0,0.0,1,0.1
868,25,0,0.0,0,0.0,0,0.0,1,0.1
869,346,0,0.0,0,0.0,0,0.0,0,0.0
869,53,0,0.0,0,0.0,0,0.0,0,0.0
869,277,0,0.0,0,0.0,0,0.0,0,0.0
869,38,0,0.0,0,0.0,0,0.0,1,0.1
869,257,0,0.0,0,0.0,0,0.0,0,0.0
872,188,0,0.0,0,0.0,0,0.0,0,0.0
872,238,0,0.0,0,0.0,0,0.0,0,0.0
872,248,0,0.0,0,0.0,0,0.0,0,0.0
872,440,0,0.0,0,0.0,0,0.0,0,0.0
872,227,0,0.0,0,0.0,0,0.0,0,0.0
904,73,0,0.0,0,0.0,0,0.0,0,0.0
904,42,0,0.0,0,0.0,0,0.0,1,0.1
904,349,0,0.0,0,0.0,0,0.0,0,0.0
904,41,0,0.0,0,0.0,0,0.0,1,0.1
904,42,0,0.0,0,0.0,0,0.0,1,0.1
920,10,0,0.0,0,0.0,0,0.0,1,0.1
920,142,0,0.0,0,0.0,0,0.0,0,0.0
920,0,1,1.0,1,1.0,1,0.5,1,0.1
920,19,0,0.0,0,0.0,0,0.0,1,0.1
920,60,0,0.0,0,0.0,0,0.0,0,0.0
923,355,0,0.0,0,0.0,0,0.0,0,0.0
923,132,0,0.0,0,0.0,0,0.0,0,0.0
923,0,1,1.0,1,0.8,1,0.4,1,0.08
923,0,1,1.0,1,0.8,1,0.4,1,0.08
931,29,0,0.0,0,0.0,0,0.0,1,0.1
931,59,0,0.0,0,0.0,0,0.0,0,0.0
931,95,0,0.0,0,0.0,0,0.0,0,0.0
931,34,0,0.0,0,0.0,0,0.0,1,0.1
931,34,0,0.0,0,0.0,0,0.0,1,0.1
941,22,0,0.0,0,0.0,0,0.0,1,0.08
941,0,1,1.0,1,0.8,1,0.4,1,0.08
941,0,1,1.0,1,0.8,1,0.4,1,0.08
941,0,1,1.0,1,0.8,1,0.4,1,0.08
967,261,0,0.0,0,0.0,0,0.0,0,0.0
967,25,0,0.0,0,0.0,0,0.0,1,0.08
967,0,1,1.0,1,0.8,1,0.4,1,0.08
967,0,1,1.0,1,0.8,1,0.4,1,0.08
972,62,0,0.0,0,0.0,0,0.0,0,0.0
972,225,0,0.0,0,0.0,0,0.0,0,0.0
972,340,0,0.0,0,0.0,0,0.0,0,0.0
